frame.time_epoch	ip.src	ip.dst	ip.len	tcp.dstport	tcp.srcport	udp.dstport	udp.srcport	frame.protocols
1429224376.655963000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224376.676915000	10.3.40.145	173.194.207.127	131			19305	60388	eth:ip:udp:data
1429224376.682532000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224376.695434000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224376.715831000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224376.735837000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224376.756316000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224376.775526000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224376.777831000	10.3.40.28	10.3.40.145	418			51219	1900	eth:ip:udp:http
1429224376.782051000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224376.796596000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224376.815271000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224376.836343000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224376.856581000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224376.876598000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224376.882394000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224376.895386000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224376.916269000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224376.925120000	10.3.40.122	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224376.935782000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224376.956057000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224376.976124000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224376.993647000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224376.996170000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224377.015834000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224377.037354000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224377.055457000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224377.076178000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224377.082202000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.091186000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224377.096187000	10.3.40.145	173.194.207.127	133			19305	60388	eth:ip:udp:data
1429224377.115646000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224377.116993000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224377.135848000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224377.157113000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224377.175442000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.182350000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.195682000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224377.197851000	10.3.40.145	173.194.207.127	50			19305	60388	eth:ip:udp:data
1429224377.216559000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224377.236250000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224377.255686000	10.3.40.145	173.194.207.127	130			19305	60388	eth:ip:udp:data
1429224377.276584000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224377.282413000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.295259000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224377.314976000	10.3.40.209	10.3.40.145	419			51219	1900	eth:ip:udp:http
1429224377.315688000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224377.318706000	10.3.40.217	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224377.336366000	10.3.40.145	173.194.207.127	132			19305	60388	eth:ip:udp:data
1429224377.349313000	173.194.207.127	10.3.40.145	84			60388	19305	eth:ip:udp:stun
1429224377.349861000	10.3.40.145	173.194.207.127	96			19305	60388	eth:ip:udp:stun
1429224377.355667000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224377.375137000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224377.382416000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.396987000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.415673000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224377.436375000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224377.441286000	10.3.40.76	10.3.40.145	421			51219	1900	eth:ip:udp:http
1429224377.456370000	10.3.40.145	173.194.207.127	148			19305	60388	eth:ip:udp:data
1429224377.470246000	10.3.40.145	173.194.123.33	935	443	59783			eth:ip:tcp:ssl
1429224377.470663000	10.3.40.145	173.194.123.33	181	443	59783			eth:ip:tcp:ssl
1429224377.475946000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224377.484396000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.491980000	10.3.40.145	173.194.123.33	383	443	59783			eth:ip:tcp:ssl
1429224377.492289000	10.3.40.145	173.194.123.33	181	443	59783			eth:ip:tcp:ssl
1429224377.493515000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.495522000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224377.497862000	10.3.40.145	173.194.123.33	230	443	59783			eth:ip:tcp:ssl
1429224377.498125000	10.3.40.145	173.194.123.33	181	443	59783			eth:ip:tcp:ssl
1429224377.501381000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.504890000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.507441000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.507773000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.507774000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.516229000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224377.522729000	10.3.40.145	173.194.123.33	235	443	59783			eth:ip:tcp:ssl
1429224377.523026000	10.3.40.145	173.194.123.33	181	443	59783			eth:ip:tcp:ssl
1429224377.532442000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.532444000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.535725000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224377.556126000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224377.567739000	173.194.123.33	10.3.40.145	168	59783	443			eth:ip:tcp:ssl
1429224377.568035000	173.194.123.33	10.3.40.145	260	59783	443			eth:ip:tcp:ssl
1429224377.568037000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224377.568153000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224377.570004000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224377.572018000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224377.576065000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224377.580404000	173.194.123.33	10.3.40.145	146	59783	443			eth:ip:tcp:ssl
1429224377.580833000	173.194.123.33	10.3.40.145	333	59783	443			eth:ip:tcp:ssl
1429224377.580836000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224377.580951000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224377.582806000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224377.583942000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.588345000	10.3.40.204	239.255.255.250	122			1900	1900	eth:ip:udp:http
1429224377.593833000	173.194.123.33	10.3.40.145	974	59783	443			eth:ip:tcp:ssl
1429224377.594863000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224377.596882000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224377.597312000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224377.597519000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224377.612488000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224377.616640000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.636509000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224377.655162000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224377.676162000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224377.682476000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.696450000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224377.715988000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224377.735416000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.748260000	10.3.40.145	173.194.207.127	94			19305	60388	eth:ip:udp:data
1429224377.757131000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.775189000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224377.782302000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.796535000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224377.816200000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224377.835710000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224377.855879000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.876807000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224377.882374000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.895317000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.916223000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224377.936429000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224377.955991000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224377.975320000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224377.981933000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224377.985602000	10.3.40.145	173.194.207.127	50			19305	60388	eth:ip:udp:data
1429224377.996209000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224378.015688000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224378.018679000	10.3.40.217	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224378.035988000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224378.053834000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224378.057192000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224378.076080000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224378.079983000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224378.082926000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.095395000	10.3.40.145	173.194.207.127	131			19305	60388	eth:ip:udp:data
1429224378.116526000	10.3.40.145	173.194.207.127	132			19305	60388	eth:ip:udp:data
1429224378.135220000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224378.156349000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224378.176622000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224378.183641000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.196206000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224378.215674000	10.3.40.163	239.255.255.250	161			1900	53388	eth:ip:udp:http
1429224378.215860000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224378.237037000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224378.255462000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224378.275737000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224378.282797000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.288590000	10.3.40.145	173.194.123.33	165	443	59784			eth:ip:tcp:ssl
1429224378.295842000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224378.297885000	173.194.123.33	10.3.40.145	40	59784	443			eth:ip:tcp
1429224378.316321000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224378.322216000	173.194.123.33	10.3.40.145	142	59784	443			eth:ip:tcp:ssl
1429224378.325072000	173.194.123.33	10.3.40.145	78	59784	443			eth:ip:tcp:ssl
1429224378.325073000	173.194.123.33	10.3.40.145	86	59784	443			eth:ip:tcp:ssl
1429224378.325194000	10.3.40.145	173.194.123.33	40	443	59784			eth:ip:tcp
1429224378.325853000	10.3.40.145	173.194.123.33	86	443	59784			eth:ip:tcp:ssl
1429224378.328310000	10.3.40.145	173.194.123.33	211	443	59783			eth:ip:tcp:ssl
1429224378.328588000	10.3.40.145	173.194.123.33	212	443	59783			eth:ip:tcp:ssl
1429224378.335733000	10.3.40.145	173.194.207.127	129			19305	60388	eth:ip:udp:data
1429224378.337731000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224378.351302000	173.194.207.127	10.3.40.145	84			60388	19305	eth:ip:udp:stun
1429224378.351894000	10.3.40.145	173.194.207.127	96			19305	60388	eth:ip:udp:stun
1429224378.356744000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224378.373801000	173.194.123.33	10.3.40.145	40	59784	443			eth:ip:tcp
1429224378.375364000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224378.383846000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.396253000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224378.416306000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224378.435796000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224378.451838000	173.194.123.33	10.3.40.145	171	59783	443			eth:ip:tcp:ssl
1429224378.453049000	173.194.123.33	10.3.40.145	805	59783	443			eth:ip:tcp:ssl
1429224378.453052000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224378.453177000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224378.454384000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224378.455698000	10.3.40.145	173.194.207.127	133			19305	60388	eth:ip:udp:data
1429224378.476210000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224378.476318000	10.3.40.145	173.194.123.33	52	443	59783			eth:ip:tcp
1429224378.476872000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224378.488083000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.495380000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224378.515647000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224378.535372000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224378.536699000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224378.538013000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224378.556237000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224378.558122000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224378.575525000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224378.577183000	10.3.40.145	173.194.207.127	50			19305	60388	eth:ip:udp:data
1429224378.582175000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.588277000	10.3.40.204	239.255.255.250	122			1900	1900	eth:ip:udp:http
1429224378.596498000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224378.615917000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224378.623060000	10.3.40.145	239.255.255.250	125			1900	51219	eth:ip:udp:http
1429224378.636070000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224378.656073000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224378.675738000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224378.685058000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.695517000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224378.716546000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224378.735490000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224378.755703000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224378.776574000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224378.783792000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.796421000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224378.815620000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224378.836483000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224378.855277000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224378.876404000	10.3.40.145	173.194.207.127	133			19305	60388	eth:ip:udp:data
1429224378.884841000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.896332000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224378.915979000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224378.935528000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224378.956142000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224378.975539000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224378.982986000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224378.995868000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224379.015744000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224379.016490000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224379.036036000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224379.039039000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224379.054367000	10.3.40.145	173.194.123.54	135	443	59793			eth:ip:tcp:ssl
1429224379.054747000	10.3.40.145	173.194.123.54	86	443	59793			eth:ip:tcp:ssl
1429224379.055629000	10.3.40.145	173.194.123.54	133	443	59793			eth:ip:tcp:ssl
1429224379.057788000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224379.059480000	10.3.40.145	173.194.207.127	74			19305	60388	eth:ip:udp:data
1429224379.063572000	173.194.123.54	10.3.40.145	40	59793	443			eth:ip:tcp
1429224379.063865000	173.194.123.54	10.3.40.145	86	59793	443			eth:ip:tcp:ssl
1429224379.075769000	10.3.40.145	173.194.123.54	133	443	59793			eth:ip:tcp:ssl
1429224379.076317000	10.3.40.145	173.194.123.54	133	443	59793			eth:ip:tcp:ssl
1429224379.077211000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224379.085011000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224379.085989000	173.194.123.54	10.3.40.145	40	59793	443			eth:ip:tcp
1429224379.095076000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224379.114682000	10.3.40.121	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224379.116108000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224379.122849000	173.194.123.54	10.3.40.145	208	59793	443			eth:ip:tcp:ssl
1429224379.123628000	173.194.123.54	10.3.40.145	113	59793	443			eth:ip:tcp:ssl
1429224379.123719000	10.3.40.145	173.194.123.54	40	443	59793			eth:ip:tcp
1429224379.126314000	173.194.123.54	10.3.40.145	1113	59793	443			eth:ip:tcp:ssl
1429224379.126634000	173.194.123.54	10.3.40.145	86	59793	443			eth:ip:tcp:ssl
1429224379.126770000	10.3.40.145	173.194.123.54	40	443	59793			eth:ip:tcp
1429224379.127939000	10.3.40.145	173.194.123.54	86	443	59793			eth:ip:tcp:ssl
1429224379.135911000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224379.139192000	173.194.123.54	10.3.40.145	115	59793	443			eth:ip:tcp:ssl
1429224379.142370000	173.194.123.54	10.3.40.145	1226	59793	443			eth:ip:tcp:ssl
1429224379.142504000	10.3.40.145	173.194.123.54	40	443	59793			eth:ip:tcp
1429224379.146802000	173.194.123.54	10.3.40.145	86	59793	443			eth:ip:tcp:ssl
1429224379.147164000	10.3.40.145	173.194.123.54	86	443	59793			eth:ip:tcp:ssl
1429224379.147409000	173.194.123.54	10.3.40.145	89	59793	443			eth:ip:tcp:ssl
1429224379.147786000	173.194.123.54	10.3.40.145	110	59793	443			eth:ip:tcp:ssl
1429224379.147883000	10.3.40.145	173.194.123.54	40	443	59793			eth:ip:tcp
1429224379.149714000	173.194.123.54	10.3.40.145	1130	59793	443			eth:ip:tcp:ssl
1429224379.152397000	173.194.123.54	10.3.40.145	86	59793	443			eth:ip:tcp:ssl
1429224379.152530000	10.3.40.145	173.194.123.54	40	443	59793			eth:ip:tcp
1429224379.152805000	10.3.40.145	173.194.123.54	86	443	59793			eth:ip:tcp:ssl
1429224379.156601000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224379.157125000	173.194.123.54	10.3.40.145	89	59793	443			eth:ip:tcp:ssl
1429224379.157513000	173.194.123.54	10.3.40.145	233	59793	443			eth:ip:tcp:ssl
1429224379.157610000	10.3.40.145	173.194.123.54	40	443	59793			eth:ip:tcp
1429224379.160802000	173.194.123.54	10.3.40.145	1058	59793	443			eth:ip:tcp:ssl
1429224379.160806000	173.194.123.54	10.3.40.145	86	59793	443			eth:ip:tcp:ssl
1429224379.160940000	10.3.40.145	173.194.123.54	40	443	59793			eth:ip:tcp
1429224379.161642000	10.3.40.145	173.194.123.54	86	443	59793			eth:ip:tcp:ssl
1429224379.163566000	10.3.40.122	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224379.171674000	173.194.123.54	10.3.40.145	40	59793	443			eth:ip:tcp
1429224379.175395000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224379.183684000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224379.189065000						5355	58862	eth:ipv6:udp:dns
1429224379.189716000	10.3.40.145	224.0.0.252	62			5355	58862	eth:ip:udp:dns
1429224379.190839000						5355	65106	eth:ipv6:udp:dns
1429224379.191435000	10.3.40.145	224.0.0.252	62			5355	65106	eth:ip:udp:dns
1429224379.198170000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224379.215431000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224379.235816000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224379.256607000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224379.276081000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224379.283203000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224379.295473000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224379.316501000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224379.334986000	10.3.40.145	173.194.207.127	147			19305	60388	eth:ip:udp:data
1429224379.347542000	173.194.207.127	10.3.40.145	84			60388	19305	eth:ip:udp:stun
1429224379.348228000	10.3.40.145	173.194.207.127	96			19305	60388	eth:ip:udp:stun
1429224379.355991000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224379.375956000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224379.382090000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224379.395901000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224379.416034000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224379.436118000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224379.455420000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224379.475631000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224379.485186000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224379.496391000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224379.496712000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224379.507555000	10.3.40.145	173.194.207.127	50			19305	60388	eth:ip:udp:data
1429224379.516364000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224379.519096000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224379.535645000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224379.556628000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224379.575190000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224379.584013000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224379.596328000	10.3.40.145	173.194.207.127	131			19305	60388	eth:ip:udp:data
1429224379.605045000						5355	65106	eth:ipv6:udp:dns
1429224379.605164000						5355	58862	eth:ipv6:udp:dns
1429224379.605425000	10.3.40.145	224.0.0.252	62			5355	58862	eth:ip:udp:dns
1429224379.605511000	10.3.40.145	224.0.0.252	62			5355	65106	eth:ip:udp:dns
1429224379.616419000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224379.635806000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224379.647765000	10.3.40.209	10.3.40.145	419			51219	1900	eth:ip:udp:http
1429224379.655863000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224379.676874000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224379.682707000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224379.695629000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224379.715807000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
