frame.time_epoch	ip.src	ip.dst	ip.len	tcp.dstport	tcp.srcport	udp.dstport	udp.srcport	frame.protocols
1429224328.976417000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224328.981789000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224328.994867000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224328.995998000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224329.015690000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224329.017617000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224329.036650000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224329.055921000	10.3.40.145	173.194.207.127	74			19305	60388	eth:ip:udp:data
1429224329.056243000	10.3.40.145	173.194.207.127	133			19305	60388	eth:ip:udp:data
1429224329.076449000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224329.081721000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.096569000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224329.116448000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224329.135735000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224329.156801000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224329.176039000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224329.181959000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.196077000	10.3.40.145	173.194.207.127	132			19305	60388	eth:ip:udp:data
1429224329.216937000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224329.221115000	10.3.40.76	239.255.255.250	684			3702	62552	eth:ip:udp:data
1429224329.236577000	10.3.40.145	173.194.207.127	131			19305	60388	eth:ip:udp:data
1429224329.255855000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224329.276813000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224329.281752000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.296290000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224329.316573000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224329.336629000	10.3.40.145	173.194.207.127	137			19305	60388	eth:ip:udp:data
1429224329.337574000	10.3.40.76	239.255.255.250	684			3702	62552	eth:ip:udp:data
1429224329.345102000	173.194.207.127	10.3.40.145	84			60388	19305	eth:ip:udp:stun
1429224329.345739000	10.3.40.145	173.194.207.127	96			19305	60388	eth:ip:udp:stun
1429224329.356102000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224329.375546000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224329.382506000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.397240000	10.3.40.145	173.194.207.127	158			19305	60388	eth:ip:udp:data
1429224329.415957000	10.3.40.145	173.194.207.127	150			19305	60388	eth:ip:udp:data
1429224329.423597000	10.3.40.145	173.194.207.127	50			19305	60388	eth:ip:udp:data
1429224329.436164000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224329.457039000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224329.476969000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224329.477343000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224329.483446000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.484517000	10.3.40.217	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224329.495730000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224329.516762000	10.3.40.145	173.194.207.127	147			19305	60388	eth:ip:udp:data
1429224329.536232000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224329.539110000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224329.555812000	10.3.40.145	173.194.207.127	94			19305	60388	eth:ip:udp:data
1429224329.556524000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224329.576311000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224329.581828000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.596004000	10.3.40.145	173.194.207.127	140			19305	60388	eth:ip:udp:data
1429224329.615900000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224329.636782000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224329.656112000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224329.676875000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224329.682261000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.696993000	10.3.40.145	173.194.207.127	147			19305	60388	eth:ip:udp:data
1429224329.705118000	10.3.40.76	10.3.40.145	421			51219	1900	eth:ip:udp:http
1429224329.716383000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224329.735783000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224329.757295000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224329.775942000	10.3.40.145	173.194.207.127	136			19305	60388	eth:ip:udp:data
1429224329.782435000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.796104000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224329.816141000	10.3.40.145	173.194.207.127	138			19305	60388	eth:ip:udp:data
1429224329.836593000	10.3.40.145	173.194.207.127	147			19305	60388	eth:ip:udp:data
1429224329.855914000	10.3.40.145	173.194.207.127	149			19305	60388	eth:ip:udp:data
1429224329.876787000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224329.878290000	10.3.40.122	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224329.885016000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.896336000	10.3.40.145	173.194.207.127	135			19305	60388	eth:ip:udp:data
1429224329.916783000	10.3.40.145	173.194.207.127	139			19305	60388	eth:ip:udp:data
1429224329.936460000	10.3.40.145	173.194.207.127	153			19305	60388	eth:ip:udp:data
1429224329.956163000	10.3.40.145	173.194.207.127	151			19305	60388	eth:ip:udp:data
1429224329.958023000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224329.976257000	10.3.40.145	173.194.207.127	148			19305	60388	eth:ip:udp:data
1429224329.983170000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224329.984478000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224329.997064000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224330.015755000	10.3.40.145	173.194.207.127	134			19305	60388	eth:ip:udp:data
1429224330.036011000	10.3.40.145	173.194.207.127	147			19305	60388	eth:ip:udp:data
1429224330.057050000	10.3.40.145	173.194.207.127	145			19305	60388	eth:ip:udp:data
1429224330.076642000	10.3.40.145	173.194.207.127	152			19305	60388	eth:ip:udp:data
1429224330.081975000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.095743000	10.3.40.145	173.194.207.127	152			19305	60388	eth:ip:udp:data
1429224330.116901000	10.3.40.145	173.194.207.127	148			19305	60388	eth:ip:udp:data
1429224330.117238000	10.3.40.145	173.194.207.127	50			19305	60388	eth:ip:udp:data
1429224330.136534000	10.3.40.145	173.194.207.127	167			19305	60388	eth:ip:udp:data
1429224330.155487000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.175184000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.182776000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.195858000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.214640000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.235669000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.254920000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.275995000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.281786000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.295758000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.314963000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.335198000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.346249000	173.194.207.127	10.3.40.145	84			60388	19305	eth:ip:udp:stun
1429224330.346925000	10.3.40.145	173.194.207.127	96			19305	60388	eth:ip:udp:stun
1429224330.356187000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.374723000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.382193000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.394916000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.415971000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.435682000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.439271000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224330.454775000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.462124000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224330.475563000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.483346000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.484463000	10.3.40.209	10.3.40.145	419			51219	1900	eth:ip:udp:http
1429224330.494439000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.515675000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.527004000	10.3.40.217	10.3.40.145	422			51219	1900	eth:ip:udp:http
1429224330.535489000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.555096000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.574422000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.581898000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.596158000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.614695000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.637005000	10.3.40.145	173.194.123.33	924	443	59783			eth:ip:tcp:ssl
1429224330.637314000	10.3.40.145	173.194.123.33	477	443	59783			eth:ip:tcp:ssl
1429224330.637557000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.645520000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224330.646269000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224330.655262000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.675120000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.681913000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.695087000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.715993000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.721445000	173.194.123.33	10.3.40.145	166	59783	443			eth:ip:tcp:ssl
1429224330.721878000	173.194.123.33	10.3.40.145	1072	59783	443			eth:ip:tcp:ssl
1429224330.721880000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224330.721996000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224330.723938000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224330.732765000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224330.734122000	10.3.40.28	10.3.40.145	418			51219	1900	eth:ip:udp:http
1429224330.734975000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.755010000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.776039000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.783345000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.795617000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.815203000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.836126000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.854879000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.875050000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.881769000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.895175000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.915560000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.921249000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224330.935067000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.945008000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224330.956098000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.974916000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224330.981806000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224330.996305000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.015515000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.035054000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.054994000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.071238000						1900	62910	eth:ipv6:udp:http
1429224331.075932000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.082988000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.094413000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.115615000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.135584000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.155379000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.174632000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.182083000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.196377000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.215268000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.235816000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.243200000	10.3.40.145	173.194.123.33	358	443	59783			eth:ip:tcp:ssl
1429224331.243526000	10.3.40.145	173.194.123.33	1470	443	59783			eth:ip:tcp:ssl
1429224331.243558000	10.3.40.145	173.194.123.33	1470	443	59783			eth:ip:tcp
1429224331.243586000	10.3.40.145	173.194.123.33	70	443	59783			eth:ip:tcp:ssl
1429224331.243944000	10.3.40.145	173.194.123.33	1470	443	59783			eth:ip:tcp:ssl
1429224331.243991000	10.3.40.145	173.194.123.33	706	443	59783			eth:ip:tcp:ssl
1429224331.251407000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.252301000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.252705000	173.194.123.33	10.3.40.145	52	59783	443			eth:ip:tcp
1429224331.252707000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.253037000	173.194.123.33	10.3.40.145	52	59783	443			eth:ip:tcp
1429224331.253401000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.255410000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.274311000	10.3.40.145	173.194.207.127	50			19305	60388	eth:ip:udp:data
1429224331.275626000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.281814000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.294916000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.303732000	173.194.123.33	10.3.40.145	166	59783	443			eth:ip:tcp:ssl
1429224331.304097000	173.194.123.33	10.3.40.145	256	59783	443			eth:ip:tcp:ssl
1429224331.304098000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224331.304198000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224331.305937000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224331.314370000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.315939000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.334458000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.345259000	173.194.207.127	10.3.40.145	84			60388	19305	eth:ip:udp:stun
1429224331.345831000	10.3.40.145	173.194.207.127	96			19305	60388	eth:ip:udp:stun
1429224331.355740000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.375675000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.379652000	10.3.40.145	10.3.255.255	78			137	137	eth:ip:udp:nbns
1429224331.380539000						5355	54364	eth:ipv6:udp:dns
1429224331.381180000	10.3.40.145	224.0.0.252	51			5355	54364	eth:ip:udp:dns
1429224331.382088000						5355	54759	eth:ipv6:udp:dns
1429224331.382561000	10.3.40.145	224.0.0.252	51			5355	54759	eth:ip:udp:dns
1429224331.382655000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.394899000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.401646000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224331.414967000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.419035000	10.3.40.145	239.255.255.250	125			1900	51219	eth:ip:udp:http
1429224331.424943000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224331.436466000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.454790000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.459084000	10.3.40.76	10.3.40.145	421			51219	1900	eth:ip:udp:http
1429224331.475010000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.481921000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.495904000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.515287000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.524458000	10.3.40.122	239.255.255.250	684			3702	62837	eth:ip:udp:data
1429224331.525656000	10.3.40.209	239.255.255.250	684			3702	51132	eth:ip:udp:data
1429224331.529790000						3702	51133	eth:ipv6:udp:data
1429224331.534512000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.556244000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.575197000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.584621000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.595355000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.597564000	10.3.40.209	239.255.255.250	684			3702	51132	eth:ip:udp:data
1429224331.610008000	173.194.207.127	10.3.40.145	74			60388	19305	eth:ip:udp:rtp
1429224331.615497000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.635520000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.654698000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.676639000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.687340000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.695192000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.715689000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.728908000						3702	51133	eth:ipv6:udp:data
1429224331.735623000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.750380000	10.3.40.122	239.255.255.250	684			3702	62837	eth:ip:udp:data
1429224331.755231000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.774390000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.782060000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.794977000						5355	54759	eth:ipv6:udp:dns
1429224331.795023000						5355	54364	eth:ipv6:udp:dns
1429224331.795288000	10.3.40.145	224.0.0.252	51			5355	54364	eth:ip:udp:dns
1429224331.795469000	10.3.40.145	224.0.0.252	51			5355	54759	eth:ip:udp:dns
1429224331.796637000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.814848000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.835168000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.839330000	10.3.40.145	173.194.123.33	231	443	59783			eth:ip:tcp:ssl
1429224331.839645000	10.3.40.145	173.194.123.33	383	443	59783			eth:ip:tcp:ssl
1429224331.841869000	10.3.40.145	173.194.123.33	234	443	59783			eth:ip:tcp:ssl
1429224331.842248000	10.3.40.145	173.194.123.33	464	443	59783			eth:ip:tcp:ssl
1429224331.847639000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.848366000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.850137000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.850840000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.855742000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.864663000	10.3.40.145	173.194.123.33	237	443	59783			eth:ip:tcp:ssl
1429224331.864970000	10.3.40.145	173.194.123.33	388	443	59783			eth:ip:tcp:ssl
1429224331.873189000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.873511000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.875035000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.882654000	10.3.40.145	173.194.207.127	84			19305	60388	eth:ip:udp:stun
1429224331.884693000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.895299000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.897520000	10.3.40.145	173.194.123.33	234	443	59783			eth:ip:tcp:ssl
1429224331.897782000	10.3.40.145	173.194.123.33	464	443	59783			eth:ip:tcp:ssl
1429224331.910414000	173.194.207.127	10.3.40.145	96			60388	19305	eth:ip:udp:stun
1429224331.913445000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.913448000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.913448000	173.194.123.33	10.3.40.145	146	59783	443			eth:ip:tcp:ssl
1429224331.913450000	173.194.123.33	10.3.40.145	629	59783	443			eth:ip:tcp:ssl
1429224331.913451000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224331.913590000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224331.915506000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224331.916911000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.923660000	173.194.123.33	10.3.40.145	904	59783	443			eth:ip:tcp:ssl
1429224331.925437000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224331.935438000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.935467000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.938038000	173.194.123.33	10.3.40.145	146	59783	443			eth:ip:tcp:ssl
1429224331.939196000	173.194.123.33	10.3.40.145	609	59783	443			eth:ip:tcp:ssl
1429224331.939198000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224331.939321000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224331.940115000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224331.955286000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.971220000	173.194.123.33	10.3.40.145	146	59783	443			eth:ip:tcp:ssl
1429224331.971221000	173.194.123.33	10.3.40.145	594	59783	443			eth:ip:tcp:ssl
1429224331.971224000	173.194.123.33	10.3.40.145	86	59783	443			eth:ip:tcp:ssl
1429224331.971357000	10.3.40.145	173.194.123.33	40	443	59783			eth:ip:tcp
1429224331.973293000	10.3.40.145	173.194.123.33	82	443	59783			eth:ip:tcp:ssl
1429224331.973552000	10.3.40.145	173.194.123.33	86	443	59783			eth:ip:tcp:ssl
1429224331.976324000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224331.982181000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224331.983264000	173.194.123.33	10.3.40.145	40	59783	443			eth:ip:tcp
1429224331.995011000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224332.014354000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224332.036321000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224332.054913000	10.3.40.145	173.194.207.127	141			19305	60388	eth:ip:udp:data
1429224332.075256000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224332.082345000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224332.095300000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224332.114796000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224332.129723000	10.3.40.145	10.3.255.255	78			137	137	eth:ip:udp:nbns
1429224332.134876000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224332.155606000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224332.157249000	10.3.40.28	10.3.40.145	418			51219	1900	eth:ip:udp:http
1429224332.174453000	10.3.40.145	173.194.207.127	146			19305	60388	eth:ip:udp:data
1429224332.181855000	173.194.207.127	10.3.40.145	67			60388	19305	eth:ip:udp:rtp
1429224332.195694000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
1429224332.216048000	10.3.40.145	173.194.207.127	142			19305	60388	eth:ip:udp:data
1429224332.235092000	10.3.40.145	173.194.207.127	143			19305	60388	eth:ip:udp:data
1429224332.255202000	10.3.40.145	173.194.207.127	144			19305	60388	eth:ip:udp:data
