ip.len,frame.time_epoch,,,
218,1429224299.97088,42.1109479163,,
135,1429224299.98624,42.1109479165,,
218,1429224299.99126,42.1109479166,,
136,1429224300.0065,42.1109479167,,
218,1429224300.0108,42.1109479168,,
,1429224300.02027,42.1109479169,,
139,1429224300.0272,42.110947917,,
218,1429224300.03072,42.110947917,,
128,1429224300.04975,42.1109479172,,
218,1429224300.05122,42.1109479173,,
131,1429224300.06776,42.1109479175,,
218,1429224300.07103,42.1109479175,,
130,1429224300.08839,42.1109479177,,
218,1429224300.09111,42.1109479177,,
130,1429224300.1088,42.1109479179,,
218,1429224300.11138,42.110947918,,
253,1429224300.12588,42.1109479181,,
395,1429224300.12602,42.1109479181,,
136,1429224300.12894,42.1109479182,,
218,1429224300.13103,42.1109479182,,
52,1429224300.13269,42.1109479182,,
52,1429224300.13287,42.1109479182,,
157,1429224300.14902,42.1109479184,,
218,1429224300.15109,42.1109479184,,
143,1429224300.16766,42.1109479186,,
218,1429224300.17133,42.1109479186,,
143,1429224300.18788,42.1109479188,,
218,1429224300.19141,42.1109479189,,
182,1429224300.19746,42.110947919,,
797,1429224300.19755,42.110947919,,
98,1429224300.19757,42.110947919,,
52,1429224300.19768,42.110947919,,
94,1429224300.19939,42.110947919,,
98,1429224300.19957,42.110947919,,
52,1429224300.20614,42.1109479191,,
52,1429224300.20619,42.1109479191,,
143,1429224300.20707,42.1109479191,,
218,1429224300.211,42.1109479191,,
84,1429224300.21778,42.1109479192,,
143,1429224300.22457,42.1109479193,,
218,1429224300.23317,42.1109479194,,
96,1429224300.23845,42.1109479194,,
143,1429224300.24576,42.1109479195,,
218,1429224300.25087,42.1109479196,,
143,1429224300.26653,42.1109479198,,
218,1429224300.27088,42.1109479198,,
143,1429224300.28691,42.11094792,,
218,1429224300.29145,42.11094792,,
143,1429224300.30707,42.1109479202,,
218,1429224300.31091,42.1109479203,,
,1429224300.32025,42.1109479204,,
143,1429224300.32723,42.1109479205,,
218,1429224300.33091,42.1109479205,,
143,1429224300.34702,42.1109479207,,
218,1429224300.35108,42.1109479207,,
143,1429224300.36801,42.1109479209,,
218,1429224300.37084,42.110947921,,
143,1429224300.38527,42.1109479211,,
218,1429224300.39168,42.1109479212,,
143,1429224300.40589,42.1109479214,,
218,1429224300.41194,42.1109479214,,
143,1429224300.42622,42.1109479216,,
218,1429224300.43111,42.1109479217,,
143,1429224300.44641,42.1109479218,,
218,1429224300.45101,42.1109479219,,
143,1429224300.46708,42.1109479221,,
218,1429224300.47128,42.1109479221,,
143,1429224300.48604,42.1109479223,,
218,1429224300.49074,42.1109479223,,
143,1429224300.50574,42.1109479225,,
218,1429224300.51102,42.1109479226,,
143,1429224300.52567,42.1109479228,,
218,1429224300.53109,42.1109479228,,
143,1429224300.54711,42.110947923,,
218,1429224300.5511,42.110947923,,
143,1429224300.56771,42.1109479232,,
218,1429224300.57114,42.1109479233,,
143,1429224300.58869,42.1109479235,,
218,1429224300.59123,42.1109479235,,
143,1429224300.60631,42.1109479237,,
218,1429224300.61087,42.1109479237,,
143,1429224300.62695,42.1109479239,,
50,1429224300.62812,42.1109479239,,
218,1429224300.63118,42.110947924,,
143,1429224300.647,42.1109479242,,
218,1429224300.65093,42.1109479242,,
94,1429224300.66757,42.1109479244,,
143,1429224300.66772,42.1109479244,,
67,1429224300.67149,42.1109479244,,
143,1429224300.6896,42.1109479246,,
218,1429224300.69102,42.1109479247,,
84,1429224300.69794,42.1109479247,,
143,1429224300.70479,42.1109479248,,
218,1429224300.71079,42.1109479249,,
111,1429224300.7128,42.1109479249,,
52,1429224300.71282,42.1109479249,,
96,1429224300.71845,42.110947925,,
143,1429224300.72528,42.1109479251,,
218,1429224300.73078,42.1109479251,,
84,1429224300.73744,42.1109479252,,
96,1429224300.73771,42.1109479252,,
143,1429224300.74672,42.1109479253,,
218,1429224300.75091,42.1109479254,,
143,1429224300.76541,42.1109479255,,
218,1429224300.77096,42.1109479256,,
143,1429224300.78665,42.1109479258,,
67,1429224300.79092,42.1109479258,,
143,1429224300.80719,42.110947926,,
143,1429224300.82528,42.1109479262,,
143,1429224300.84582,42.1109479265,,
143,1429224300.86649,42.1109479267,,
143,1429224300.8873,42.1109479269,,
67,1429224300.89133,42.110947927,,
143,1429224300.90705,42.1109479272,,
143,1429224300.92664,42.1109479274,,
143,1429224300.94724,42.1109479276,,
143,1429224300.96832,42.1109479279,,
143,1429224300.98713,42.1109479281,,
67,1429224300.99108,42.1109479281,,
143,1429224301.00686,42.1109479283,,
,1429224301.02035,42.1109479285,,
143,1429224301.02545,42.1109479285,,
143,1429224301.04602,42.1109479288,,
143,1429224301.06668,42.110947929,,
143,1429224301.08616,42.1109479292,,
67,1429224301.09121,42.1109479293,,
143,1429224301.10683,42.1109479295,,
143,1429224301.1251,42.1109479297,,
218,1429224301.13124,42.1109479298,,
143,1429224301.14677,42.1109479299,,
218,1429224301.15102,42.11094793,,
74,1429224301.1566,42.1109479301,,
143,1429224301.16621,42.1109479302,,
218,1429224301.17111,42.1109479302,,
84,1429224301.17816,42.1109479303,,
143,1429224301.18551,42.1109479304,,
218,1429224301.19106,42.1109479305,,
96,1429224301.19868,42.1109479305,,
143,1429224301.20683,42.1109479306,,
218,1429224301.21079,42.1109479307,,
143,1429224301.22643,42.1109479309,,
218,1429224301.23087,42.1109479309,,
143,1429224301.24638,42.1109479311,,
218,1429224301.25103,42.1109479311,,
143,1429224301.26573,42.1109479313,,
218,1429224301.27113,42.1109479314,,
143,1429224301.28544,42.1109479315,,
218,1429224301.29112,42.1109479316,,
,1429224301.2941,42.1109479316,,
143,1429224301.30649,42.1109479318,,
218,1429224301.31105,42.1109479318,,
143,1429224301.32729,42.110947932,,
67,1429224301.33092,42.1109479321,,
143,1429224301.34527,42.1109479322,,
218,1429224301.35084,42.1109479323,,
143,1429224301.36606,42.1109479325,,
218,1429224301.37102,42.1109479325,,
143,1429224301.38661,42.1109479327,,
218,1429224301.39089,42.1109479328,,
143,1429224301.40692,42.110947933,,
218,1429224301.41102,42.110947933,,
143,1429224301.42765,42.1109479332,,
218,1429224301.43079,42.1109479332,,
143,1429224301.44623,42.1109479334,,
218,1429224301.4509,42.1109479335,,
143,1429224301.46793,42.1109479337,,
67,1429224301.47073,42.1109479337,,
143,1429224301.4876,42.1109479339,,
143,1429224301.50583,42.1109479341,,
143,1429224301.52676,42.1109479343,,
143,1429224301.54668,42.1109479346,,
143,1429224301.56729,42.1109479348,,
67,1429224301.57097,42.1109479348,,
143,1429224301.58677,42.110947935,,
143,1429224301.60747,42.1109479353,,
,1429224301.62027,42.1109479354,,
143,1429224301.62553,42.1109479355,,
143,1429224301.64595,42.1109479357,,
84,1429224301.65845,42.1109479359,,
143,1429224301.66652,42.110947936,,
67,1429224301.67082,42.110947936,,
96,1429224301.67888,42.1109479361,,
143,1429224301.6879,42.1109479362,,
143,1429224301.7054,42.1109479364,,
143,1429224301.72678,42.1109479367,,
84,1429224301.73779,42.1109479368,,
96,1429224301.73804,42.1109479368,,
143,1429224301.74688,42.1109479369,,
143,1429224301.76756,42.1109479371,,
67,1429224301.77096,42.1109479372,,
143,1429224301.78508,42.1109479373,,
50,1429224301.79288,42.1109479374,,
143,1429224301.80557,42.1109479376,,
143,1429224301.82736,42.1109479378,,
143,1429224301.84805,42.1109479381,,
143,1429224301.86555,42.1109479383,,
67,1429224301.87102,42.1109479383,,
143,1429224301.88656,42.1109479385,,
143,1429224301.90693,42.1109479387,,
143,1429224301.9264,42.110947939,,
143,1429224301.94727,42.1109479392,,
143,1429224301.96679,42.1109479394,,
218,1429224301.97094,42.1109479395,,
143,1429224301.98698,42.1109479397,,
218,1429224301.9911,42.1109479397,,
143,1429224302.00688,42.1109479399,,
218,1429224302.01251,42.11094794,,
,1429224302.02024,42.11094794,,
143,1429224302.02697,42.1109479401,,
218,1429224302.03082,42.1109479402,,
143,1429224302.04534,42.1109479403,,
218,1429224302.05115,42.1109479404,,
143,1429224302.06623,42.1109479406,,
218,1429224302.07096,42.1109479406,,
143,1429224302.08663,42.1109479408,,
67,1429224302.09092,42.1109479409,,
143,1429224302.10639,42.110947941,,
143,1429224302.12783,42.1109479413,,
218,1429224302.13082,42.1109479413,,
84,1429224302.1387,42.1109479414,,
143,1429224302.14598,42.1109479415,,
218,1429224302.15094,42.1109479416,,
96,1429224302.15927,42.1109479417,,
143,1429224302.16644,42.1109479417,,
74,1429224302.16662,42.1109479417,,
218,1429224302.17112,42.1109479418,,
143,1429224302.18644,42.110947942,,
218,1429224302.19107,42.110947942,,
143,1429224302.20692,42.1109479422,,
218,1429224302.21081,42.1109479423,,
143,1429224302.22721,42.1109479424,,
218,1429224302.23098,42.1109479425,,
143,1429224302.24642,42.1109479427,,
218,1429224302.25103,42.1109479427,,
143,1429224302.26559,42.1109479429,,
218,1429224302.27093,42.110947943,,
143,1429224302.28585,42.1109479431,,
218,1429224302.29097,42.1109479432,,
143,1429224302.30708,42.1109479434,,
218,1429224302.31099,42.1109479434,,
,1429224302.32019,42.1109479435,,
143,1429224302.32682,42.1109479436,,
67,1429224302.33112,42.1109479436,,
143,1429224302.3474,42.1109479438,,
143,1429224302.36802,42.1109479441,,
143,1429224302.38619,42.1109479443,,
143,1429224302.40659,42.1109479445,,
143,1429224302.42717,42.1109479448,,
67,1429224302.43106,42.1109479448,,
143,1429224302.44698,42.110947945,,
143,1429224302.46679,42.1109479452,,
143,1429224302.4874,42.1109479455,,
143,1429224302.50743,42.1109479457,,
143,1429224302.5266,42.1109479459,,
67,1429224302.53105,42.110947946,,
143,1429224302.54466,42.1109479461,,
143,1429224302.56603,42.1109479464,,
143,1429224302.58643,42.1109479466,,
143,1429224302.6065,42.1109479468,,
84,1429224302.61893,42.110947947,,
143,1429224302.62712,42.1109479471,,
67,1429224302.63097,42.1109479471,,
96,1429224302.63952,42.1109479472,,
143,1429224302.64626,42.1109479473,,
143,1429224302.66682,42.1109479475,,
143,1429224302.68558,42.1109479477,,
143,1429224302.70745,42.110947948,,
143,1429224302.72654,42.1109479482,,
67,1429224302.73097,42.1109479483,,
84,1429224302.73783,42.1109479484,,
96,1429224302.73806,42.1109479484,,
143,1429224302.74659,42.1109479485,,
143,1429224302.76814,42.1109479487,,
143,1429224302.78625,42.1109479489,,
218,1429224302.79108,42.110947949,,
143,1429224302.80998,42.1109479492,,
218,1429224302.81107,42.1109479492,,
143,1429224302.82684,42.1109479494,,
218,1429224302.831,42.1109479494,,
143,1429224302.84753,42.1109479496,,
218,1429224302.85093,42.1109479497,,
143,1429224302.86765,42.1109479499,,
218,1429224302.87107,42.1109479499,,
143,1429224302.88575,42.1109479501,,
67,1429224302.89111,42.1109479501,,
144,1429224302.9057,42.1109479503,,
218,1429224302.911,42.1109479504,,
,1429224302.9202,42.1109479505,,
142,1429224302.92589,42.1109479505,,
218,1429224302.93114,42.1109479506,,
143,1429224302.94648,42.1109479508,,
218,1429224302.95086,42.1109479508,,
145,1429224302.96698,42.110947951,,
218,1429224302.97086,42.1109479511,,
144,1429224302.98724,42.1109479512,,
218,1429224302.99089,42.1109479513,,
143,1429224303.00516,42.1109479514,,
218,1429224303.01091,42.1109479515,,
143,1429224303.02674,42.1109479517,,
67,1429224303.03085,42.1109479517,,
142,1429224303.04638,42.1109479519,,
143,1429224303.06516,42.1109479521,,
142,1429224303.08566,42.1109479524,,
218,1429224303.09115,42.1109479524,,
84,1429224303.09906,42.1109479525,,
144,1429224303.10594,42.1109479526,,
218,1429224303.11106,42.1109479527,,
96,1429224303.11959,42.1109479528,,
145,1429224303.12705,42.1109479529,,
218,1429224303.13078,42.1109479529,,
52,1429224303.13951,42.110947953,,
146,1429224303.14704,42.1109479531,,
218,1429224303.15113,42.1109479531,,
52,1429224303.16416,42.1109479533,,
144,1429224303.16526,42.1109479533,,
218,1429224303.17068,42.1109479534,,
144,1429224303.1857,42.1109479535,,
67,1429224303.19089,42.1109479536,,
143,1429224303.20623,42.1109479538,,
144,1429224303.22678,42.110947954,,
145,1429224303.24732,42.1109479543,,
145,1429224303.26531,42.1109479545,,
50,1429224303.26897,42.1109479545,,
147,1429224303.28562,42.1109479547,,
67,1429224303.29101,42.1109479548,,
145,1429224303.3055,42.1109479549,,
144,1429224303.32627,42.1109479552,,
145,1429224303.34681,42.1109479554,,
145,1429224303.36612,42.1109479556,,
145,1429224303.38774,42.1109479559,,
67,1429224303.39064,42.1109479559,,
146,1429224303.40725,42.1109479561,,
145,1429224303.42778,42.1109479563,,
146,1429224303.44582,42.1109479565,,
147,1429224303.4666,42.1109479568,,
148,1429224303.48715,42.110947957,,
67,1429224303.49091,42.1109479571,,
147,1429224303.5077,42.1109479573,,
,1429224303.52023,42.1109479574,,
148,1429224303.52573,42.1109479575,,
148,1429224303.54543,42.1109479577,,
147,1429224303.56687,42.1109479579,,
84,1429224303.57947,42.1109479581,,
147,1429224303.5875,42.1109479582,,
67,1429224303.59086,42.1109479582,,
96,1429224303.60056,42.1109479583,,
148,1429224303.60543,42.1109479584,,
148,1429224303.62587,42.1109479586,,
147,1429224303.64656,42.1109479589,,
143,1429224303.66723,42.1109479591,,
143,1429224303.68612,42.1109479593,,
67,1429224303.69154,42.1109479594,,
143,1429224303.7069,42.1109479596,,
143,1429224303.72541,42.1109479598,,
84,1429224303.73776,42.1109479599,,
96,1429224303.73807,42.1109479599,,
143,1429224303.7463,42.11094796,,
143,1429224303.76543,42.1109479602,,
143,1429224303.78618,42.1109479605,,
67,1429224303.79132,42.1109479605,,
143,1429224303.80618,42.1109479607,,
143,1429224303.82605,42.1109479609,,
143,1429224303.84736,42.1109479612,,
143,1429224303.86555,42.1109479614,,
50,1429224303.88223,42.1109479616,,
143,1429224303.88798,42.1109479617,,
67,1429224303.891,42.1109479617,,
143,1429224303.90753,42.1109479619,,
143,1429224303.92575,42.1109479621,,
143,1429224303.94668,42.1109479623,,
143,1429224303.9666,42.1109479626,,
74,1429224303.98792,42.1109479628,,
143,1429224303.98837,42.1109479628,,
67,1429224303.99093,42.1109479629,,
143,1429224304.00768,42.1109479631,,
143,1429224304.02766,42.1109479633,,
143,1429224304.04633,42.1109479635,,
84,1429224304.05966,42.1109479637,,
143,1429224304.06588,42.1109479637,,
96,1429224304.0802,42.1109479639,,
143,1429224304.08675,42.110947964,,
67,1429224304.09099,42.110947964,,
143,1429224304.1064,42.1109479642,,
143,1429224304.12713,42.1109479644,,
143,1429224304.1455,42.1109479646,,
143,1429224304.16574,42.1109479649,,
143,1429224304.18635,42.1109479651,,
67,1429224304.19105,42.1109479652,,
143,1429224304.2071,42.1109479654,,
,1429224304.22021,42.1109479655,,
143,1429224304.22753,42.1109479656,,
143,1429224304.24617,42.1109479658,,
143,1429224304.26619,42.110947966,,
143,1429224304.28671,42.1109479663,,
67,1429224304.29112,42.1109479663,,
143,1429224304.3076,42.1109479665,,
143,1429224304.32778,42.1109479668,,
218,1429224304.33086,42.1109479668,,
143,1429224304.34584,42.110947967,,
218,1429224304.35114,42.110947967,,
143,1429224304.36651,42.1109479672,,
218,1429224304.37134,42.1109479673,,
143,1429224304.38709,42.1109479674,,
218,1429224304.39088,42.1109479675,,
143,1429224304.40739,42.1109479677,,
218,1429224304.41105,42.1109479677,,
143,1429224304.42808,42.1109479679,,
67,1429224304.43144,42.110947968,,
143,1429224304.44807,42.1109479681,,
143,1429224304.46797,42.1109479684,,
143,1429224304.4856,42.1109479686,,
143,1429224304.50547,42.1109479688,,
143,1429224304.52578,42.110947969,,
67,1429224304.53079,42.1109479691,,
84,1429224304.53986,42.1109479692,,
143,1429224304.54621,42.1109479693,,
96,1429224304.56033,42.1109479694,,
143,1429224304.56649,42.1109479695,,
143,1429224304.58654,42.1109479698,,
143,1429224304.60538,42.11094797,,
143,1429224304.6256,42.1109479702,,
67,1429224304.6309,42.1109479703,,
143,1429224304.64705,42.1109479705,,
143,1429224304.66759,42.1109479707,,
143,1429224304.68556,42.1109479709,,
,1429224304.70094,42.1109479711,,
143,1429224304.70625,42.1109479711,,
143,1429224304.72513,42.1109479714,,
67,1429224304.73107,42.1109479714,,
84,1429224304.73785,42.1109479715,,
96,1429224304.73808,42.1109479715,,
143,1429224304.74737,42.1109479716,,
143,1429224304.76718,42.1109479718,,
143,1429224304.78812,42.1109479721,,
143,1429224304.80579,42.1109479723,,
143,1429224304.82619,42.1109479725,,
67,1429224304.83106,42.1109479726,,
143,1429224304.84586,42.1109479728,,
94,1429224304.86393,42.110947973,,
143,1429224304.86652,42.110947973,,
143,1429224304.88717,42.1109479732,,
143,1429224304.90607,42.1109479734,,
143,1429224304.92607,42.1109479737,,
67,1429224304.93118,42.1109479737,,
143,1429224304.94652,42.1109479739,,
143,1429224304.96702,42.1109479742,,
143,1429224304.98777,42.1109479744,,
143,1429224305.00847,42.1109479746,,
84,1429224305.02015,42.1109479748,,
143,1429224305.02663,42.1109479748,,
67,1429224305.03129,42.1109479749,,
96,1429224305.04055,42.110947975,,
143,1429224305.04631,42.1109479751,,
50,1429224305.06274,42.1109479753,,
143,1429224305.06708,42.1109479753,,
143,1429224305.08609,42.1109479755,,
143,1429224305.10736,42.1109479758,,
143,1429224305.12781,42.110947976,,
67,1429224305.13075,42.1109479761,,
143,1429224305.14577,42.1109479762,,
143,1429224305.16645,42.1109479765,,
143,1429224305.18811,42.1109479767,,
143,1429224305.20573,42.1109479769,,
143,1429224305.22606,42.1109479772,,
67,1429224305.23088,42.1109479772,,
143,1429224305.24508,42.1109479774,,
143,1429224305.26634,42.1109479776,,
143,1429224305.28674,42.1109479779,,
143,1429224305.3068,42.1109479781,,
,1429224305.32016,42.1109479782,,
143,1429224305.32556,42.1109479783,,
67,1429224305.33111,42.1109479784,,
143,1429224305.34598,42.1109479785,,
143,1429224305.36665,42.1109479788,,
143,1429224305.3872,42.110947979,,
143,1429224305.40786,42.1109479793,,
143,1429224305.42797,42.1109479795,,
67,1429224305.43094,42.1109479795,,
143,1429224305.44593,42.1109479797,,
143,1429224305.4657,42.1109479799,,
143,1429224305.48588,42.1109479802,,
84,1429224305.50031,42.1109479803,,
143,1429224305.50712,42.1109479804,,
96,1429224305.52087,42.1109479806,,
143,1429224305.52682,42.1109479806,,
67,1429224305.53119,42.1109479807,,
143,1429224305.54756,42.1109479809,,
143,1429224305.56537,42.1109479811,,
143,1429224305.58538,42.1109479813,,
143,1429224305.60569,42.1109479815,,
143,1429224305.62698,42.1109479818,,
67,1429224305.63102,42.1109479818,,
143,1429224305.64581,42.110947982,,
143,1429224305.66567,42.1109479822,,
143,1429224305.68608,42.1109479825,,
143,1429224305.70604,42.1109479827,,
143,1429224305.72636,42.1109479829,,
67,1429224305.73145,42.110947983,,
84,1429224305.73785,42.1109479831,,
96,1429224305.73807,42.1109479831,,
143,1429224305.74553,42.1109479832,,
143,1429224305.76631,42.1109479834,,
143,1429224305.78657,42.1109479836,,
143,1429224305.80724,42.1109479839,,
143,1429224305.82767,42.1109479841,,
67,1429224305.83082,42.1109479842,,
143,1429224305.8458,42.1109479843,,
143,1429224305.86657,42.1109479846,,
143,1429224305.88526,42.1109479848,,
143,1429224305.90594,42.110947985,,
143,1429224305.92622,42.1109479853,,
67,1429224305.93127,42.1109479853,,
143,1429224305.94596,42.1109479855,,
143,1429224305.96673,42.1109479857,,
84,1429224305.98054,42.1109479859,,
143,1429224305.98704,42.110947986,,
96,1429224306.00108,42.1109479861,,
143,1429224306.00747,42.1109479862,,
143,1429224306.02721,42.1109479864,,
67,1429224306.03091,42.1109479865,,
143,1429224306.04682,42.1109479867,,
143,1429224306.06754,42.1109479869,,
248,1429224306.08954,42.1109479871,,
143,1429224306.08995,42.1109479872,,
489,1429224306.0901,42.1109479872,,
52,1429224306.0963,42.1109479872,,
52,1429224306.09683,42.1109479872,,
143,1429224306.10761,42.1109479874,,
143,1429224306.12588,42.1109479876,,
67,1429224306.13111,42.1109479876,,
143,1429224306.14647,42.1109479878,,
177,1429224306.14774,42.1109479878,,
1229,1429224306.1479,42.1109479878,,
98,1429224306.14791,42.1109479878,,
52,1429224306.14805,42.1109479878,,
98,1429224306.14975,42.1109479878,,
52,1429224306.15637,42.1109479879,,
143,1429224306.16701,42.110947988,,
143,1429224306.18688,42.1109479883,,
143,1429224306.20721,42.1109479885,,
,1429224306.22015,42.1109479887,,
143,1429224306.22729,42.1109479887,,
67,1429224306.23118,42.1109479888,,
143,1429224306.24547,42.110947989,,
143,1429224306.26513,42.1109479892,,
143,1429224306.2858,42.1109479894,,
143,1429224306.30724,42.1109479897,,
143,1429224306.32716,42.1109479899,,
50,1429224306.32894,42.1109479899,,
67,1429224306.33066,42.1109479899,,
143,1429224306.34533,42.1109479901,,
143,1429224306.36655,42.1109479904,,
143,1429224306.38642,42.1109479906,,
143,1429224306.40689,42.1109479908,,
143,1429224306.42755,42.1109479911,,
67,1429224306.4314,42.1109479911,,
143,1429224306.44568,42.1109479913,,
84,1429224306.46077,42.1109479914,,
143,1429224306.4663,42.1109479915,,
96,1429224306.48135,42.1109479917,,
143,1429224306.48514,42.1109479917,,
143,1429224306.5058,42.110947992,,
143,1429224306.52582,42.1109479922,,
67,1429224306.53118,42.1109479923,,
143,1429224306.54626,42.1109479924,,
143,1429224306.56598,42.1109479927,,
143,1429224306.58667,42.1109479929,,
143,1429224306.60769,42.1109479931,,
143,1429224306.62582,42.1109479934,,
67,1429224306.63111,42.1109479934,,
391,1429224306.64395,42.1109479936,,
2888,1429224306.6441,42.1109479936,,
106,1429224306.64412,42.1109479936,,
701,1429224306.64424,42.1109479936,,
143,1429224306.64558,42.1109479936,,
52,1429224306.65074,42.1109479936,,
52,1429224306.65083,42.1109479936,,
52,1429224306.65105,42.1109479936,,
52,1429224306.65106,42.1109479936,,
143,1429224306.66656,42.1109479938,,
143,1429224306.68714,42.1109479941,,
369,1429224306.69547,42.1109479942,,
195,1429224306.6955,42.1109479942,,
98,1429224306.69552,42.1109479942,,
52,1429224306.69553,42.1109479942,,
98,1429224306.69723,42.1109479942,,
52,1429224306.70404,42.1109479943,,
143,1429224306.70795,42.1109479943,,
143,1429224306.72554,42.1109479945,,
67,1429224306.734,42.1109479946,,
84,1429224306.73968,42.1109479947,,
96,1429224306.73989,42.1109479947,,
143,1429224306.74538,42.1109479947,,
143,1429224306.76584,42.110947995,,
143,1429224306.78621,42.1109479952,,
143,1429224306.80596,42.1109479954,,
,1429224306.82021,42.1109479956,,
143,1429224306.82667,42.1109479957,,
67,1429224306.83152,42.1109479957,,
143,1429224306.84755,42.1109479959,,
143,1429224306.8674,42.1109479962,,
143,1429224306.88528,42.1109479964,,
143,1429224306.9065,42.1109479966,,
143,1429224306.92638,42.1109479968,,
67,1429224306.93145,42.1109479969,,
84,1429224306.94103,42.110947997,,
,1429224306.94233,42.110947997,,
143,1429224306.94684,42.1109479971,,
96,1429224306.96156,42.1109479972,,
143,1429224306.96755,42.1109479973,,
143,1429224306.98538,42.1109479975,,
143,1429224307.00643,42.1109479978,,
143,1429224307.0272,42.110947998,,
67,1429224307.03115,42.110947998,,
143,1429224307.04754,42.1109479982,,
143,1429224307.06572,42.1109479984,,
143,1429224307.08833,42.1109479987,,
143,1429224307.1068,42.1109479989,,
143,1429224307.12626,42.1109479991,,
67,1429224307.13147,42.1109479992,,
143,1429224307.14677,42.1109479994,,
143,1429224307.16505,42.1109479996,,
74,1429224307.16669,42.1109479996,,
143,1429224307.18725,42.1109479999,,
143,1429224307.20786,42.1109480001,,
143,1429224307.22584,42.1109480003,,
67,1429224307.23096,42.1109480004,,
143,1429224307.2452,42.1109480005,,
143,1429224307.26792,42.1109480008,,
143,1429224307.28756,42.110948001,,
143,1429224307.30763,42.1109480012,,
143,1429224307.32561,42.1109480015,,
67,1429224307.33078,42.1109480015,,
143,1429224307.34534,42.1109480017,,
143,1429224307.36779,42.1109480019,,
143,1429224307.38595,42.1109480022,,
50,1429224307.39904,42.1109480023,,
143,1429224307.4077,42.1109480024,,
84,1429224307.42124,42.1109480026,,
143,1429224307.42741,42.1109480026,,
67,1429224307.43119,42.1109480027,,
96,1429224307.4418,42.1109480028,,
143,1429224307.44574,42.1109480028,,
111,1429224307.46177,42.110948003,,
52,1429224307.4618,42.110948003,,
143,1429224307.46592,42.1109480031,,
143,1429224307.48642,42.1109480033,,
143,1429224307.50708,42.1109480036,,
143,1429224307.5271,42.1109480038,,
67,1429224307.53109,42.1109480038,,
143,1429224307.54561,42.110948004,,
143,1429224307.56723,42.1109480043,,
143,1429224307.5869,42.1109480045,,
143,1429224307.60518,42.1109480047,,
,1429224307.62011,42.1109480049,,
143,1429224307.6273,42.1109480049,,
67,1429224307.63081,42.110948005,,
143,1429224307.64797,42.1109480052,,
143,1429224307.66639,42.1109480054,,
143,1429224307.6865,42.1109480056,,
143,1429224307.70736,42.1109480059,,
,1429224307.72015,42.110948006,,
143,1429224307.7253,42.1109480061,,
67,1429224307.73107,42.1109480061,,
84,1429224307.73806,42.1109480062,,
96,1429224307.73825,42.1109480062,,
143,1429224307.74551,42.1109480063,,
218,1429224307.75068,42.1109480064,,
143,1429224307.76475,42.1109480065,,
218,1429224307.77106,42.1109480066,,
143,1429224307.78616,42.1109480068,,
218,1429224307.79158,42.1109480068,,
143,1429224307.80581,42.110948007,,
218,1429224307.81106,42.1109480071,,
143,1429224307.82761,42.1109480073,,
218,1429224307.83099,42.1109480073,,
143,1429224307.84587,42.1109480075,,
67,1429224307.85112,42.1109480075,,
143,1429224307.86627,42.1109480077,,
143,1429224307.88676,42.1109480079,,
84,1429224307.90154,42.1109480081,,
143,1429224307.90763,42.1109480082,,
96,1429224307.92219,42.1109480084,,
143,1429224307.92759,42.1109480084,,
143,1429224307.94764,42.1109480087,,
67,1429224307.95115,42.1109480087,,
143,1429224307.96542,42.1109480089,,
143,1429224307.98521,42.1109480091,,
143,1429224308.00571,42.1109480093,,
143,1429224308.02685,42.1109480096,,
143,1429224308.04699,42.1109480098,,
67,1429224308.05103,42.1109480098,,
,1429224308.06058,42.11094801,,
143,1429224308.06683,42.11094801,,
143,1429224308.08756,42.1109480103,,
143,1429224308.10595,42.1109480105,,
143,1429224308.12599,42.1109480107,,
143,1429224308.14617,42.110948011,,
67,1429224308.15135,42.110948011,,
143,1429224308.16675,42.1109480112,,
143,1429224308.18858,42.1109480114,,
143,1429224308.20566,42.1109480116,,
94,1429224308.22632,42.1109480119,,
143,1429224308.22642,42.1109480119,,
143,1429224308.24692,42.1109480121,,
67,1429224308.25086,42.1109480122,,
143,1429224308.26634,42.1109480123,,
143,1429224308.28671,42.1109480126,,
143,1429224308.30616,42.1109480128,,
,1429224308.32013,42.110948013,,
143,1429224308.32665,42.110948013,,
143,1429224308.34816,42.1109480133,,
67,1429224308.3522,42.1109480133,,
143,1429224308.36821,42.1109480135,,
84,1429224308.38178,42.1109480137,,
143,1429224308.38532,42.1109480137,,
96,1429224308.4023,42.1109480139,,
143,1429224308.40618,42.110948014,,
143,1429224308.42732,42.1109480142,,
143,1429224308.44806,42.1109480144,,
67,1429224308.45079,42.1109480145,,
143,1429224308.46687,42.1109480147,,
143,1429224308.4868,42.1109480149,,
,1429224308.50566,42.1109480151,,
143,1429224308.5071,42.1109480151,,
143,1429224308.52766,42.1109480154,,
143,1429224308.54741,42.1109480156,,
218,1429224308.55069,42.1109480156,,
143,1429224308.56548,42.1109480158,,
218,1429224308.57091,42.1109480159,,
143,1429224308.58647,42.110948016,,
218,1429224308.59103,42.1109480161,,
143,1429224308.60682,42.1109480163,,
218,1429224308.61087,42.1109480163,,
40,1429224308.62037,42.1109480164,,
44,1429224308.62042,42.1109480164,,
143,1429224308.62712,42.1109480165,,
218,1429224308.63094,42.1109480166,,
143,1429224308.64647,42.1109480167,,
67,1429224308.6511,42.1109480168,,
143,1429224308.66707,42.110948017,,
